school,village,grade,no,stage,hear talk,gender,number of owls seen,what owls eat,home,where build nest,attitude to owls,like nesting in roof,how many different types of owls have you seen near your home?,afraid of owls,what did when last saw owl,what do if owl lands on the roof ,would put nest box in yard,what do you associate owls with?,what do you believe is going to happen if  an owl lands on the roof of your home?,"what problem, if any, do rats and mice cause for you and your family?","what problem, if any, do rats and mice cause for you and your family? 2",what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you associate owls with?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,what do you believe is going to happen if an owl lands on the roof of your home?,"what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?","what problems, if any, do rats and mice cause for you and your family?"
Ndengeza Senior Secondary School,Ndengeza,11 and 12,104,2 post,yes,female,three,grass,yes,on the ground,3 - like,no,three,2 - very afraid,2 - run away,1 - nothing,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,105,2 post,,male,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,three,3 - terrified,1 - nothing,1 - nothing,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,106,2 post,yes,female,none,rats and mice,no,in a cavity in a tree,2 - no feeling,no,two,1 - not afraid,2 - run away,2 - run away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,107,2 post,yes,male,two,grass,yes,,3 - like,yes,one,2 - very afraid,2 - run away,4 - try and kill the owl,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,108,2 post,yes,male,one,leaves,yes,in the roof of a house,3 - like,yes,none,2 - very afraid,3 - try and kill the owl,1 - nothing,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,109,2 post,no,female,two,rats and mice,no,in the branches of a tree,2 - no feeling,no,two,1 - not afraid,1 - nothing,1 - nothing,no,with rats and mice,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,110,2 post,yes,female,four,,no,in the roof of a house,3 - like,yes,four,1 - not afraid,2 - run away,2 - run away,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,111,2 post,yes,male,none,insects,no,in a cavity in a tree,2 - no feeling,yes,one,3 - terrified,1 - nothing,4 - try and kill the owl,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,112,2 post,yes,male,one,,yes,on the ground,2 - no feeling,yes,two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,113,2 post,yes,female,three,,yes,in the roof of a house,3 - like,yes,three,2 - very afraid,2 - run away,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,114,2 post,yes,female,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,115,2 post,no,male,one,rats and mice,no,on the ground,3 - like,yes,one,1 - not afraid,1 - nothing,1 - nothing,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,116,2 post,no,male,one,rats and mice,no,on the ground,3 - like,yes,one,1 - not afraid,1 - nothing,1 - nothing,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,117,2 post,yes,male,two,leaves,no,on the ground,1 - not like,no,two,2 - very afraid,1 - nothing,3 - chase the owl away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,118,2 post,yes,male,four,insects,yes,in the roof of a house,3 - like,yes,three,3 - terrified,3 - try and kill the owl,2 - run away,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,119,2 post,no,male,none,nectar,no,on the ground,1 - not like,no,none,2 - very afraid,2 - run away,2 - run away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,120,2 post,yes,female,two,leaves,no,in the roof of a house,3 - like,yes,,2 - very afraid,1 - nothing,4 - try and kill the owl,yes,people,,sick,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,121,2 post,no,female,none,leaves,no,in the branches of a tree,2 - no feeling,no,none,1 - not afraid,2 - run away,3 - chase the owl away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,122,2 post,no,female,none,,yes,on the ground,3 - like,no,none,1 - not afraid,2 - run away,2 - run away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,123,2 post,,male,four,grass,no,in the roof of a house,3 - like,no,four,2 - very afraid,2 - run away,3 - chase the owl away,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,124,2 post,no,male,none,seeds and grains,yes,on the ground,3 - like,no,none,1 - not afraid,1 - nothing,1 - nothing,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,125,2 post,no,male,four,nectar,no,in the roof of a house,2 - no feeling,yes,two,2 - very afraid,2 - run away,3 - chase the owl away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,126,2 post,yes,male,none,grass,yes,on the ground,3 - like,no,none,1 - not afraid,3 - try and kill the owl,4 - try and kill the owl,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,127,2 post,yes,female,one,rats and mice,no,in the roof of a house,1 - not like,no,v,1 - not afraid,1 - nothing,1 - nothing,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,128,2 post,yes,female,none,seeds and grains,yes,in a cavity in a tree,2 - no feeling,yes,none,2 - very afraid,1 - nothing,3 - chase the owl away,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,129,2 post,no,female,one,rats and mice,yes,in a cavity in a tree,,no,one,2 - very afraid,,2 - run away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,130,2 post,yes,male,none,nectar,yes,in the roof of a house,3 - like,yes,none,2 - very afraid,3 - try and kill the owl,1 - nothing,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,131,2 post,yes,male,two,insects,no,in the roof of a house,3 - like,yes,three,2 - very afraid,2 - run away,2 - run away,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,132,2 post,yes,male,four,insects,yes,,3 - like,yes,four,2 - very afraid,3 - try and kill the owl,3 - chase the owl away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,133,2 post,no,female,four,rats and mice,yes,in the branches of a tree,1 - not like,yes,three,1 - not afraid,1 - nothing,2 - run away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,134,2 post,no,female,none,rats and mice,no,on the ground,,no,none,1 - not afraid,2 - run away,2 - run away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,135,2 post,yes,,four,seeds and grains,,in a cavity in a tree,,yes,two,2 - very afraid,3 - try and kill the owl,4 - try and kill the owl,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,136,2 post,yes,male,four,insects,no,in a cavity in a tree,3 - like,no,one,1 - not afraid,1 - nothing,3 - chase the owl away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,137,2 post,yes,male,three,rats and mice,yes,on the ground,3 - like,yes,three,2 - very afraid,1 - nothing,4 - try and kill the owl,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,138,2 post,yes,male,three,rats and mice,yes,on the ground,3 - like,yes,three,2 - very afraid,1 - nothing,4 - try and kill the owl,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,139,2 post,no,male,none,nectar,no,on the ground,1 - not like,yes,none,1 - not afraid,2 - run away,2 - run away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,140,2 post,yes,male,four,nectar,no,on the ground,2 - no feeling,no,one,2 - very afraid,1 - nothing,4 - try and kill the owl,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,141,2 post,yes,male,two,rats and mice,no,in the roof of a house,1 - not like,no,three,2 - very afraid,1 - nothing,2 - run away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,142,2 post,no,,three,rats and mice,no,in the branches of a tree,1 - not like,no,three,2 - very afraid,2 - run away,3 - chase the owl away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,143,2 post,no,female,none,rats and mice,no,on the ground,2 - no feeling,no,none,2 - very afraid,2 - run away,4 - try and kill the owl,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,144,2 post,yes,male,two,grass,no,in a cavity in a tree,2 - no feeling,no,two,1 - not afraid,1 - nothing,3 - chase the owl away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,145,2 post,no,female,none,rats and mice,no,on the ground,2 - no feeling,no,none,2 - very afraid,2 - run away,4 - try and kill the owl,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,146,2 post,no,female,none,rats and mice,no,on the ground,2 - no feeling,no,none,2 - very afraid,2 - run away,2 - run away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,147,2 post,yes,male,two,rats and mice,no,in the roof of a house,1 - not like,no,two,2 - very afraid,2 - run away,4 - try and kill the owl,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,148,2 post,no,female,none,rats and mice,no,on the ground,2 - no feeling,no,,2 - very afraid,2 - run away,2 - run away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,149,2 post,yes,male,four,leaves,yes,in the roof of a house,3 - like,yes,four,2 - very afraid,3 - try and kill the owl,3 - chase the owl away,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,150,2 post,yes,,four,,,in a cavity in a tree,,yes,two,2 - very afraid,3 - try and kill the owl,4 - try and kill the owl,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,151,2 post,yes,female,two,grass,no,in a cavity in a tree,2 - no feeling,no,two,3 - terrified,2 - run away,3 - chase the owl away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,152,2 post,yes,female,four,leaves,no,on the ground,2 - no feeling,yes,four,2 - very afraid,3 - try and kill the owl,3 - chase the owl away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,153,2 post,yes,female,one,leaves,no,in the branches of a tree,2 - no feeling,no,one,2 - very afraid,2 - run away,3 - chase the owl away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,154,2 post,no,female,none,rats and mice,,in the branches of a tree,2 - no feeling,no,none,2 - very afraid,1 - nothing,4 - try and kill the owl,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,155,2 post,no,male,none,,yes,on the ground,3 - like,yes,none,1 - not afraid,2 - run away,1 - nothing,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,156,2 post,no,female,none,grass,no,in the roof of a house,1 - not like,no,none,1 - not afraid,1 - nothing,1 - nothing,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,157,2 post,no,female,none,seeds and grains,no,on the ground,2 - no feeling,no,two,1 - not afraid,1 - nothing,1 - nothing,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,158,2 post,yes,female,four,leaves,no,on the ground,2 - no feeling,yes,four,3 - terrified,1 - nothing,3 - chase the owl away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,159,2 post,yes,male,four,grass,no,on the ground,2 - no feeling,yes,four,1 - not afraid,3 - try and kill the owl,2 - run away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,160,2 post,yes,female,three,,yes,,3 - like,yes,three,2 - very afraid,2 - run away,4 - try and kill the owl,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,161,2 post,yes,male,none,,yes,in a cavity in a tree,1 - not like,yes,four,2 - very afraid,3 - try and kill the owl,1 - nothing,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,162,2 post,no,female,none,nectar,yes,on the ground,1 - not like,yes,none,1 - not afraid,1 - nothing,1 - nothing,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,163,2 post,yes,female,four,insects,yes,in a cavity in a tree,1 - not like,yes,two,2 - very afraid,1 - nothing,4 - try and kill the owl,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,164,2 post,yes,male,none,,no,on the ground,2 - no feeling,no,four,1 - not afraid,2 - run away,2 - run away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,165,2 post,no,male,three,rats and mice,yes,in a cavity in a tree,3 - like,yes,three,1 - not afraid,2 - run away,1 - nothing,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,166,2 post,yes,female,two,grass,yes,in a cavity in a tree,,no,one,2 - very afraid,2 - run away,4 - try and kill the owl,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,167,2 post,,male,one,rats and mice,no,on the ground,1 - not like,no,one,1 - not afraid,1 - nothing,4 - try and kill the owl,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,168,2 post,yes,male,three,leaves,,in a cavity in a tree,2 - no feeling,yes,two,2 - very afraid,2 - run away,3 - chase the owl away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,169,2 post,no,male,three,leaves,no,in a cavity in a tree,1 - not like,no,two,2 - very afraid,1 - nothing,3 - chase the owl away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,170,2 post,no,female,three,insects,yes,in a cavity in a tree,2 - no feeling,yes,two,2 - very afraid,2 - run away,2 - run away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,171,2 post,yes,male,none,leaves,no,on the ground,3 - like,yes,none,1 - not afraid,1 - nothing,2 - run away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,172,2 post,yes,female,one,,no,,3 - like,,one,1 - not afraid,1 - nothing,1 - nothing,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,173,2 post,no,female,two,rats and mice,no,in a cavity in a tree,2 - no feeling,no,two,2 - very afraid,1 - nothing,3 - chase the owl away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,174,2 post,no,,one,,no,in a cavity in a tree,2 - no feeling,no,two,2 - very afraid,2 - run away,3 - chase the owl away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,175,2 post,no,female,one,leaves,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,176,2 post,yes,female,one,leaves,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,177,2 post,yes,male,one,seeds and grains,no,on the ground,2 - no feeling,no,one,1 - not afraid,2 - run away,2 - run away,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,178,2 post,no,female,three,insects,no,in a cavity in a tree,1 - not like,no,four,2 - very afraid,1 - nothing,1 - nothing,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,179,2 post,no,female,three,grass,,in the roof of a house,2 - no feeling,yes,three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,180,2 post,no,female,none,rats and mice,no,in the roof of a house,1 - not like,no,none,1 - not afraid,2 - run away,1 - nothing,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,181,2 post,yes,female,two,seeds and grains,yes,in a cavity in a tree,3 - like,yes,two,1 - not afraid,1 - nothing,1 - nothing,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,182,2 post,yes,female,three,seeds and grains,no,on the ground,2 - no feeling,no,one,3 - terrified,2 - run away,3 - chase the owl away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,183,2 post,no,male,two,"grass, seeds&grains",no,in the branches of a tree,1 - not like,no,one,2 - very afraid,1 - nothing,4 - try and kill the owl,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,184,2 post,no,female,one,rats and mice,no,in a cavity in a tree,1 - not like,no,one,2 - very afraid,2 - run away,3 - chase the owl away,no,rat,people are trying to do these witchcraft,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,185,2 post,no,male,none,insects,no,in a cavity in a tree,1 - not like,no,none,2 - very afraid,2 - run away,4 - try and kill the owl,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,186,2 post,no,male,one,insects,no,in the branches of a tree,1 - not like,no,one,2 - very afraid,1 - nothing,3 - chase the owl away,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,187,2 post,yes,male,one,rats and mice,yes,in the branches of a tree,2 - no feeling,no,one,1 - not afraid,1 - nothing,3 - chase the owl away,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,188,2 post,yes,male,one,nectar,yes,in a cavity in a tree,3 - like,yes,two,1 - not afraid,2 - run away,4 - try and kill the owl,no,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,189,2 post,no,female,two,rats and mice,no,in the roof of a house,,yes,three,2 - very afraid,1 - nothing,1 - nothing,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,190,2 post,yes,female,two,rats and mice,no,in a cavity in a tree,2 - no feeling,no,none,2 - very afraid,1 - nothing,1 - nothing,,,,,,,,,,,,,,,,,,,,,,,,,,
Ndengeza Senior Secondary School,Ndengeza,11 and 12,191,2 post,no,male,four,leaves,no,in the roof of a house,1 - not like,no,four,2 - very afraid,1 - nothing,1 - nothing,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,1,2 post,yes,male,three,rats and mice,no,in the branches of a tree,1 - not like,no,one,2 - very afraid,1 - nothing,1 - nothing,yes,1 thing is church,Im believe if the owl com to my house,his my family hi sey is a rech,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,2,2 post,yes,male,two,insects,yes,in a cavity in a tree,,,one,1 - not afraid,1 - nothing,1 - nothing,yes,in a cavity in a tree,because owl killer birds,rats and mice cause for you,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,3,2 post,no,male,two,grass,no,in a cavity in a tree,2 - no feeling,yes,three,3 - terrified,3 - try and kill the owl,2 - run away,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,4,2 post,yes,male,three,seeds and grains,yes,in the roof of a house,1 - not like,no,four,1 - not afraid,1 - nothing,4 - try and kill the owl,no,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,5,2 post,yes,male,two,insects,no,in a cavity in a tree,1 - not like,yes,three,2 - very afraid,1 - nothing,4 - try and kill the owl,yes,"tha smell bad, and the gress",,,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,6,2 post,yes,male,two,insects,no,in a cavity in a tree,3 - like,yes,four,2 - very afraid,1 - nothing,2 - run away,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson Memorial Primary School,Ndengeza,6 and 7,7,2 post,yes,female,one,rats and mice,no,in the branches of a tree,2 - no feeling,no,none,1 - not afraid,1 - nothing,3 - chase the owl away,no,I associate owls with an eagle,It going to make noise and it going to eat rats and mice,The owl it going to come and it going to eat rats and mice,,,,,,,,,,,,,,,,,,,,,,
